TTS2022,Latitude,Longitude
3473,44.01207927,-79.5434234
3474,43.96635444,-79.53231984
3475,43.92363788,-79.56048508
3476,43.93478574,-79.54348286
3477,43.91854629,-79.53927875
3478,43.94046052,-79.5188891
3479,43.92403565,-79.51478377
3480,43.92915537,-79.49145157
3481,43.94569752,-79.4952717
3482,43.95391554,-79.37437638
3483,44.0001842,-79.38271428
3484,44.0452137,-79.39531379
3485,44.06455552,-79.32770649
3486,44.00878589,-79.34091477
3487,43.96394004,-79.33169095
3488,43.96195543,-79.29543511
3489,43.96896159,-79.27092449
3490,43.95554568,-79.26862919
3491,43.96138438,-79.2420289
3492,43.98005192,-79.25103843
3493,43.97890916,-79.24015384
3494,43.96834234,-79.22497385
3495,43.9842579,-79.22936414
3496,43.99400026,-79.27008774
3497,44.01117366,-79.27734191
3498,44.02924295,-79.28302567
3499,44.0491994,-79.28986551
3500,43.97643205,-79.27466034
3501,43.96244133,-79.27059142
3502,43.96863516,-79.243674
3503,44.0672027,-79.50218568
3504,44.07001211,-79.48908887
3505,44.08186339,-79.50369226
3506,44.09504703,-79.50185486
3507,44.11366471,-79.50993672
3508,44.13247758,-79.51762676
3509,44.16669185,-79.49129296
3510,44.13918174,-79.49373619
3511,44.12123445,-79.48672478
3512,44.09804955,-79.48332341
3513,44.08615516,-79.47821877
3514,44.07699454,-79.47296171
3515,44.09036689,-79.45083185
3516,44.11036708,-79.4560033
3517,44.13026951,-79.45781218
3518,44.144943,-79.46506979
3519,44.17786226,-79.44747685
3520,44.14920934,-79.44640241
3521,44.15211166,-79.43417041
3522,44.13097218,-79.44135514
3523,44.13417917,-79.42926926
3524,44.11330842,-79.43371735
3525,44.1175437,-79.42213845
3526,44.0988025,-79.43037013
3527,44.09570262,-79.41828045
3528,44.08374503,-79.42953498
3529,44.07873755,-79.41589236
3530,44.07707885,-79.39928146
3531,44.09637224,-79.38675588
3532,44.15862231,-79.4036889
3533,44.17270966,-79.34695363
3534,44.10852757,-79.32397661
3535,44.14015793,-79.30803179
3536,44.08878023,-79.43067627
3537,44.10575733,-79.47574471
3538,44.12234183,-79.4632917
3539,44.19214659,-79.50715373
3540,44.19873872,-79.4752182
3541,44.22019702,-79.4684731
3542,44.24313773,-79.47496151
3543,44.2562701,-79.4827652
3544,44.26212095,-79.46873227
3545,44.27489822,-79.48961575
3546,44.29337597,-79.47399654
3547,44.24465381,-79.46000152
3548,44.23162888,-79.45683614
3549,44.22116134,-79.45560307
3550,44.22712409,-79.43965755
3551,44.20339701,-79.46257321
3552,44.20558835,-79.45042462
3553,44.21153501,-79.43802998
3554,44.24815471,-79.42406774
3555,44.30204197,-79.4262976
3556,44.30829259,-79.37307405
3557,44.31150845,-79.34288055
3558,44.25308721,-79.37225992
3559,44.26452746,-79.32362568
3560,44.27455759,-79.28284581
3561,44.34872382,-79.28948289
3562,44.28427002,-79.24045563
3563,44.27617066,-79.18777421
3564,44.31327347,-79.20429294
3565,44.33768394,-79.21293922
4001,43.77052464,-79.99455168
4002,43.81999687,-80.00905423
4003,43.86271452,-79.99324707
4004,43.85619479,-80.07149642
4005,43.8528424,-80.08675291
4006,43.85747898,-79.92682034
4007,43.8755249,-80.04793778
4008,43.91006489,-79.9994768
4009,43.74698113,-79.91895913
4010,43.8114223,-79.8585703
4011,43.79700893,-79.96021678
4012,43.69581575,-79.87882978
4013,43.72081776,-79.88137392
4014,43.74580691,-79.83056511
4015,43.7525787,-79.83552286
4016,43.76628773,-79.8266519
4017,43.76940801,-79.84222602
4018,43.73411591,-79.83877298
4019,43.74792246,-79.8139191
4020,43.69407268,-79.89526824
4021,43.70689624,-79.87165956
4022,43.76362996,-79.80262349
4023,43.75989264,-79.87214055
4024,43.7825529,-79.8266038
4025,43.75693969,-79.8227907
4026,43.7577839,-79.81007466
4027,43.75680296,-79.84375666
4028,43.71724409,-79.8621656
4029,43.72368516,-79.846811
4030,43.73259804,-79.85853005
4031,43.77300367,-79.81606426
4032,43.77716461,-79.80111091
4033,43.79329551,-79.81403904
4034,43.73593378,-79.8675039
4035,43.75174296,-79.85726144
4036,43.74396519,-79.85055371
4037,43.77265316,-79.86297846
4038,43.78720428,-79.79036603
4039,43.80701262,-79.76969381
4040,43.85791659,-79.85231177
4041,43.87171723,-79.86710747
4042,43.89160836,-79.87340357
4043,43.79804165,-79.78127556
4044,43.81570703,-79.7579316
4045,43.82315356,-79.74436709
4046,43.81629845,-79.81015444
4047,43.84511769,-79.81766674
4048,43.8176353,-79.78995028
4049,43.82973615,-79.81110662
4050,43.83420022,-79.78815331
4051,43.86297851,-79.79285894
4052,43.84161009,-79.76859946
4053,43.91100841,-79.83451485
4054,43.88217853,-79.81176528
4055,43.93727073,-79.77716984
4056,43.93459397,-79.88733683
4057,43.96201083,-79.80693935
4058,43.82915057,-79.73025924
4059,43.85983317,-79.74066866
4060,43.8691153,-79.75846507
4061,43.86015618,-79.70713077
4062,43.87494761,-79.74084728
4063,43.87659062,-79.7213924
4064,43.8559118,-79.71825253
4065,43.83976503,-79.7407523
4066,43.8538701,-79.76229795
4067,43.83232418,-79.71607328
4068,43.85897066,-79.75132241
4069,43.84187101,-79.72564347
4070,43.84848101,-79.72435928
4071,43.87085299,-79.78623405
4072,43.89053325,-79.73963247
4073,43.90632783,-79.75981625
4074,43.91963573,-79.74856912
4075,43.87419571,-79.77681324
4076,43.87515286,-79.76636423
4077,43.88722708,-79.76336122
4078,43.68079734,-79.77431777
4079,43.68473207,-79.76402491
4080,43.68748436,-79.76510584
4081,43.68805642,-79.77856053
4082,43.6909621,-79.76334427
4083,43.69401172,-79.77573007
4084,43.70026252,-79.74535676
4085,43.7018566,-79.76692991
4086,43.70451208,-79.74918828
4087,43.70883881,-79.77425743
4088,43.71874389,-79.76223494
4089,43.70968101,-79.75760223
4090,43.69593187,-79.75920925
4091,43.69371428,-79.75286218
4092,43.68347526,-79.7723519
4093,43.69049896,-79.77004479
4094,43.68717309,-79.75973298
4095,43.69260541,-79.76795141
4096,43.68873564,-79.76748206
4097,43.68025545,-79.76854196
4098,43.6890976,-79.75922023
4099,43.69666293,-79.77171162
4100,43.6843905,-79.76799454
4101,43.70512955,-79.78008198
4102,43.71454694,-79.76888847
4103,43.70415063,-79.80238615
4104,43.7093821,-79.79760442
4105,43.71386496,-79.8160385
4106,43.71426163,-79.79321389
4107,43.71933929,-79.81118812
4108,43.71875173,-79.78763801
4109,43.72227715,-79.82725557
4110,43.72392389,-79.80615055
4111,43.72930544,-79.8248425
4112,43.72703762,-79.78306012
4113,43.72904289,-79.80154766
4114,43.73663032,-79.81195667
4115,43.74248064,-79.79571401
4116,43.73377464,-79.79415965
4117,43.73436543,-79.82032953
4118,43.75114255,-79.79556872
4119,43.74210996,-79.80644662
4120,43.73264112,-79.77357503
4121,43.74219641,-79.78560348
4122,43.72546789,-79.7740153
4123,43.65874263,-79.71714697
4124,43.66133146,-79.71138114
4125,43.66779378,-79.74264496
4126,43.66989852,-79.7242939
4127,43.66762601,-79.7046236
4128,43.67415089,-79.75021375
4129,43.67426304,-79.76594107
4130,43.67857935,-79.75909222
4131,43.67872347,-79.7335302
4132,43.68400973,-79.7528681
4133,43.6851354,-79.74588106
4134,43.6881538,-79.73382402
4135,43.69191164,-79.74978179
4136,43.68522081,-79.70136156
4137,43.69309073,-79.71187581
4138,43.69601777,-79.73617418
4139,43.70023215,-79.71967778
4140,43.70644124,-79.72210154
4141,43.67312732,-79.76043457
4142,43.66924886,-79.75519381
4143,43.66256263,-79.74633561
4144,43.67901492,-79.69106754
4145,43.67123824,-79.69742102
4146,43.67757414,-79.71277854
4147,43.70488306,-79.73283444
4148,43.7093518,-79.72815847
4149,43.68734344,-79.7569027
4150,43.6831992,-79.76171068
4151,43.68102372,-79.75638501
4152,43.67687693,-79.76187885
4153,43.67722676,-79.76457666
4154,43.66341584,-79.72433955
4155,43.66648886,-79.73761533
4156,43.67317097,-79.73777746
4157,43.69986983,-79.74167439
4158,43.69115819,-79.72589155
4159,43.68591878,-79.71834654
4160,43.68117002,-79.72421693
4161,43.67887671,-79.76670608
4162,43.63511055,-79.77533471
4163,43.64864086,-79.78946928
4164,43.65089509,-79.72458904
4165,43.65873372,-79.73138187
4166,43.65678808,-79.78568855
4167,43.65357474,-79.75190924
4168,43.6628004,-79.77062526
4169,43.6451784,-79.74158527
4170,43.64730802,-79.76256646
4171,43.65631791,-79.77285318
4172,43.66116383,-79.78006149
4173,43.64828284,-79.7729294
4174,43.64159048,-79.78380817
4175,43.65983982,-79.75784203
4176,43.65072903,-79.74372973
4177,43.64070092,-79.73643768
4178,43.65684329,-79.73820228
4179,43.66926302,-79.76784267
4180,43.65748942,-79.80497218
4181,43.66597336,-79.81809053
4182,43.66542327,-79.7972147
4183,43.67618036,-79.78380905
4184,43.68073613,-79.80890357
4185,43.68447462,-79.78696707
4186,43.6872366,-79.79762991
4187,43.69462569,-79.78964641
4188,43.69971915,-79.78465314
4189,43.67167963,-79.80868782
4190,43.67179575,-79.81929087
4191,43.67550153,-79.8118929
4192,43.67170042,-79.79445057
4193,43.61776325,-79.77398575
4194,43.62699154,-79.76259599
4195,43.62708772,-79.78790427
4196,43.64275604,-79.81152312
4197,43.6359556,-79.75118827
4198,43.63778878,-79.82066635
4199,43.66072122,-79.84670063
4200,43.67090992,-79.83037433
4201,43.67044126,-79.8647099
4202,43.67545354,-79.87550727
4203,43.6822279,-79.83382931
4204,43.68721187,-79.82185547
4205,43.68511289,-79.84842134
4206,43.697344,-79.83499088
4207,43.69650809,-79.81024174
4208,43.70458052,-79.85117174
4209,43.70633837,-79.82371936
4210,43.71422489,-79.8404516
4211,43.67478001,-79.82197904
4212,43.60945058,-79.78757346
4213,43.6669841,-79.83868813
4214,43.67889026,-79.85527827
4215,43.68516502,-79.86468205
4216,43.61607072,-79.80293252
4217,43.6377004,-79.83260848
4218,43.64754724,-79.83894087
4219,43.65019365,-79.81305107
4220,43.65262263,-79.83644199
4221,43.65655294,-79.82753359
4222,43.63665469,-79.80033619
4223,43.69515035,-79.86157655
4224,43.68938653,-79.86985614
4225,43.67936224,-79.88105725
4226,43.67356219,-79.84527257
4227,43.65446319,-79.8557954
4228,43.66313827,-79.86165552
4229,43.64636449,-79.82249284
4230,43.71920318,-79.835182
4231,43.71536835,-79.8295204
4232,43.71044821,-79.83484393
4233,43.70942611,-79.84588295
4234,43.70556211,-79.84027542
4235,43.70074642,-79.84559828
4236,43.69995827,-79.85631572
4237,43.69590619,-79.85092424
4238,43.69104005,-79.85625537
4239,43.69008012,-79.84333344
4240,43.67868166,-79.84087933
4241,43.67514222,-79.83386736
4242,43.67749737,-79.82515503
4243,43.63094157,-79.81054766
4244,43.62567359,-79.81517486
4245,43.6211761,-79.79732441
4246,43.66691962,-79.83111918
4247,43.69632081,-79.69240042
4248,43.70276665,-79.69075748
4249,43.70179422,-79.69957949
4250,43.71149788,-79.68813706
4251,43.70776857,-79.70624346
4252,43.71575439,-79.72216127
4253,43.71757753,-79.73842573
4254,43.71571519,-79.69678122
4255,43.72362293,-79.72357115
4256,43.72510009,-79.75365984
4257,43.73702241,-79.74607
4258,43.72213873,-79.70048358
4259,43.70062622,-79.67854563
4260,43.7071127,-79.67661383
4261,43.71337539,-79.74428519
4262,43.71072508,-79.73393886
4263,43.69127475,-79.6844836
4264,43.72488933,-79.73181312
4265,43.70775984,-79.68329946
4266,43.71300883,-79.71414203
4267,43.72045867,-79.7165557
4268,43.7322517,-79.73907728
4269,43.71601646,-79.67039702
4270,43.72542354,-79.65961628
4271,43.72727623,-79.7086274
4272,43.72317719,-79.6737078
4273,43.73053426,-79.66649635
4274,43.73325472,-79.69388899
4275,43.7368159,-79.72140175
4276,43.74157276,-79.72862078
4277,43.73506444,-79.64878514
4278,43.73838206,-79.70729775
4279,43.73967217,-79.67844571
4280,43.74682347,-79.73559492
4281,43.73821023,-79.65479109
4282,43.7513987,-79.71788825
4283,43.75619605,-79.72501372
4284,43.75009118,-79.69298014
4285,43.75945724,-79.70806548
4286,43.75819337,-79.6906751
4287,43.76423066,-79.70200081
4288,43.76684124,-79.66438857
4289,43.76965847,-79.67795245
4290,43.77538762,-79.7000071
4291,43.78009353,-79.68692532
4292,43.74144,-79.63845919
4293,43.72560497,-79.6845445
4294,43.7464819,-79.67165316
4295,43.74079941,-79.70082442
4296,43.74547392,-79.70891639
4297,43.74042471,-79.696741
4298,43.74703315,-79.68914811
4299,43.75470606,-79.69999121
4300,43.76747948,-79.71060412
4301,43.76205648,-79.68779761
4302,43.76064187,-79.65214548
4303,43.76367472,-79.65876221
4304,43.76345987,-79.64886719
4305,43.77161822,-79.65565118
4306,43.77363552,-79.67119381
4307,43.78665065,-79.68864452
4308,43.76782821,-79.69064453
4309,43.73590777,-79.6989211
4310,43.74277564,-79.65795755
4311,43.75394319,-79.66038015
4312,43.73145659,-79.71552445
4313,43.76283991,-79.71672426
4314,43.73588837,-79.76644659
4315,43.74463674,-79.75648341
4316,43.74633697,-79.77927738
4317,43.75564566,-79.78983472
4318,43.7546576,-79.76973668
4319,43.75473264,-79.74598889
4320,43.76333844,-79.78170552
4321,43.76442672,-79.75966214
4322,43.7733145,-79.77145648
4323,43.76260934,-79.73462998
4324,43.7689714,-79.72270678
4325,43.77311707,-79.74652729
4326,43.77934927,-79.73779183
4327,43.77927692,-79.66383471
4328,43.78195796,-79.76112264
4329,43.78281689,-79.73026029
4330,43.79166726,-79.70172363
4331,43.79181315,-79.74889388
4332,43.78393446,-79.7155646
4333,43.79014837,-79.67498934
4334,43.80062922,-79.68982089
4335,43.80187451,-79.71463245
4336,43.79824692,-79.74070824
4337,43.8040281,-79.673147
4338,43.81051926,-79.70322565
4339,43.81913503,-79.71801232
4340,43.8175244,-79.69401996
4341,43.82751395,-79.70858396
4342,43.83597487,-79.69572037
4343,43.78746556,-79.75758355
4344,43.79725304,-79.66947129
4345,43.80972621,-79.68005823
4346,43.82319667,-79.69028476
4347,43.82869713,-79.68732669
4348,43.82398311,-79.71277719
4349,43.83233801,-79.70321333
4350,43.84179061,-79.69745468
4351,43.80809039,-79.73067246
4352,43.77483549,-79.72591865
4353,43.79463547,-79.72624682
4354,43.55795687,-79.59879431
4355,43.56566264,-79.59006033
4356,43.58151361,-79.57181245
4357,43.59522992,-79.59016525
4358,43.59306808,-79.57985845
4359,43.6070833,-79.58358992
4360,43.610699,-79.57799327
4361,43.55888398,-79.58088335
4362,43.60855025,-79.57214909
4363,43.54720952,-79.58508898
4364,43.55058189,-79.58157382
4365,43.58892092,-79.56460566
4366,43.59548355,-79.55806011
4367,43.60198555,-79.58099965
4368,43.60430592,-79.58593159
4369,43.60346653,-79.56751881
4370,43.55914395,-79.57369536
4371,43.57553992,-79.56300598
4372,43.5728171,-79.55510199
4373,43.58056279,-79.54733404
4374,43.58471009,-79.55301235
4375,43.61816505,-79.57029277
4376,43.55008359,-79.59014068
4377,43.55212729,-79.58834306
4378,43.59892248,-79.59334615
4379,43.57489437,-79.58007443
4380,43.54130617,-79.59320385
4381,43.56174345,-79.57768921
4382,43.5671075,-79.57215134
4383,43.55396954,-79.58139762
4384,43.55541885,-79.57913841
4385,43.54449879,-79.59663335
4386,43.5540601,-79.5863555
4387,43.55578826,-79.58435673
4388,43.55692253,-79.58280711
4389,43.56954568,-79.58451405
4390,43.56599116,-79.56628937
4391,43.56232471,-79.59423059
4392,43.54455496,-79.5886368
4393,43.55059447,-79.58531043
4394,43.51122607,-79.63743776
4395,43.51970809,-79.63417517
4396,43.51923579,-79.66387794
4397,43.52480899,-79.64168766
4398,43.52309678,-79.66970525
4399,43.53633034,-79.61587239
4400,43.52529268,-79.65104469
4401,43.49604889,-79.62745286
4402,43.50440683,-79.64984277
4403,43.53380895,-79.60164179
4404,43.51394132,-79.62979947
4405,43.51998087,-79.62390252
4406,43.51072784,-79.62233878
4407,43.52976601,-79.61266463
4408,43.51834461,-79.65933112
4409,43.52689607,-79.65582871
4410,43.5287308,-79.62926244
4411,43.52510898,-79.67570051
4412,43.52900093,-79.66145495
4413,43.53202884,-79.66827508
4414,43.53261671,-79.66421449
4415,43.54731858,-79.60150435
4416,43.54597862,-79.61620334
4417,43.51643117,-79.62326131
4418,43.5134397,-79.65122448
4419,43.51711078,-79.65348473
4420,43.51783115,-79.62344633
4421,43.50547317,-79.63870248
4422,43.52723543,-79.60558331
4423,43.52562527,-79.61671638
4424,43.53571941,-79.60623337
4425,43.5174344,-79.61024185
4426,43.50435226,-79.61168649
4427,43.51188012,-79.64243786
4428,43.51217328,-79.62713742
4429,43.59818565,-79.59897886
4430,43.607464,-79.61093774
4431,43.61595402,-79.57795413
4432,43.61477009,-79.62060694
4433,43.62191514,-79.61339324
4434,43.62145452,-79.62960508
4435,43.63047389,-79.60452255
4436,43.62638963,-79.59131988
4437,43.63740482,-79.5955559
4438,43.63587132,-79.61389545
4439,43.62405575,-79.60600829
4440,43.62549588,-79.60430395
4441,43.62056262,-79.60155608
4442,43.62233113,-79.59962377
4443,43.60945304,-79.58725581
4444,43.61290557,-79.58329795
4445,43.64145654,-79.60726918
4446,43.62876395,-79.62195578
4447,43.60560852,-79.59108393
4448,43.61456274,-79.60343284
4449,43.62415441,-79.57443991
4450,43.61906553,-79.58526241
4451,43.62044702,-79.57337784
4452,43.60943429,-79.59565015
4453,43.60207746,-79.60256583
4454,43.58712689,-79.62204147
4455,43.59086167,-79.62881954
4456,43.59258917,-79.64268314
4457,43.59301728,-79.60674127
4458,43.59670653,-79.63474961
4459,43.5983587,-79.6547973
4460,43.60182129,-79.61804567
4461,43.60232471,-79.63401155
4462,43.60450125,-79.65190125
4463,43.60383865,-79.64517335
4464,43.58680539,-79.6489179
4465,43.58946562,-79.64802478
4466,43.59294201,-79.65064739
4467,43.60097092,-79.6414044
4468,43.5981492,-79.63884398
4469,43.59495767,-79.63478995
4470,43.59590966,-79.62396095
4471,43.60825649,-79.62756393
4472,43.61500644,-79.6357737
4473,43.58933038,-79.62662933
4474,43.58967996,-79.62290596
4475,43.59313316,-79.63185134
4476,43.59353735,-79.62735844
4477,43.59540927,-79.63065687
4478,43.5947893,-79.61410042
4479,43.59167551,-79.66160157
4480,43.60980909,-79.64252649
4481,43.6016344,-79.64768526
4482,43.59010006,-79.65360965
4483,43.59827865,-79.62754054
4484,43.58484198,-79.65349121
4485,43.60743885,-79.64905741
4486,43.59917603,-79.63660622
4487,43.59747912,-79.6452256
4488,43.5945624,-79.64555344
4489,43.59022019,-79.64034782
4490,43.58829208,-79.64456977
4491,43.59320689,-79.63731312
4492,43.59574008,-79.6395382
4493,43.59770812,-79.67151042
4494,43.60870055,-79.67321513
4495,43.61831126,-79.69843864
4496,43.6159646,-79.68546644
4497,43.61200368,-79.65654515
4498,43.62771611,-79.63895238
4499,43.63620832,-79.65079405
4500,43.63871104,-79.68090705
4501,43.64374626,-79.6201633
4502,43.64928819,-79.70794229
4503,43.65215393,-79.60739811
4504,43.64698569,-79.66537374
4505,43.66673172,-79.60773588
4506,43.66110122,-79.59622215
4507,43.66502617,-79.64879658
4508,43.65847368,-79.68064741
4509,43.6653943,-79.68993236
4510,43.67893047,-79.66661166
4511,43.67430588,-79.64002531
4512,43.68460553,-79.674415
4513,43.69059489,-79.65246641
4514,43.69894853,-79.64039201
4515,43.6965984,-79.66299239
4516,43.71200993,-79.64144229
4517,43.71006393,-79.62544952
4518,43.71859723,-79.6511321
4519,43.63458791,-79.6877232
4520,43.63188435,-79.69101501
4521,43.65589271,-79.63710921
4522,43.70893716,-79.66003739
4523,43.71863704,-79.63989442
4524,43.72052378,-79.6372115
4525,43.72053058,-79.6289603
4526,43.62668211,-79.68390042
4527,43.62385097,-79.67366232
4528,43.62751867,-79.66652393
4529,43.60962998,-79.65226009
4530,43.62128166,-79.67639266
4531,43.61731614,-79.67164251
4532,43.72905296,-79.63735319
4533,43.65648291,-79.61243264
4534,43.68318405,-79.61894872
4535,43.66352142,-79.59996267
4536,43.69278103,-79.61403186
4537,43.69040008,-79.60760919
4538,43.69553733,-79.62447654
4539,43.70216488,-79.6339833
4540,43.70134326,-79.61790278
4541,43.7026682,-79.64782946
4542,43.6491306,-79.62701382
4543,43.60539021,-79.68122561
4544,43.62288685,-79.69075269
4545,43.62890572,-79.69710827
4546,43.62351147,-79.64551506
4547,43.63525812,-79.70429041
4548,43.64049905,-79.70157733
4549,43.64750125,-79.7105041
4550,43.63449196,-79.63082081
4551,43.64120525,-79.64105318
4552,43.64380024,-79.67280152
4553,43.64281473,-79.69894296
4554,43.65402172,-79.70241548
4555,43.65433901,-79.68683102
4556,43.6604296,-79.69531537
4557,43.64828816,-79.64848562
4558,43.66460902,-79.67166485
4559,43.67361974,-79.6828961
4560,43.63280103,-79.65808242
4561,43.60368011,-79.66431437
4562,43.6101564,-79.65934283
4563,43.60973979,-79.66276789
4564,43.61310799,-79.67878502
4565,43.61443778,-79.66875177
4566,43.61444507,-79.6608361
4567,43.61730406,-79.66322264
4568,43.61575712,-79.65266137
4569,43.61553379,-79.64738122
4570,43.61989869,-79.66837612
4571,43.62243379,-79.6615467
4572,43.62042059,-79.65680973
4573,43.63228639,-79.67408383
4574,43.60691893,-79.65614654
4575,43.62872544,-79.6807554
4576,43.64768654,-79.69368447
4577,43.65458206,-79.65850867
4578,43.64572882,-79.71454186
4579,43.64430909,-79.61304116
4580,43.5553908,-79.6486871
4581,43.56159088,-79.66257085
4582,43.56580202,-79.63560303
4583,43.57109481,-79.65304759
4584,43.56478823,-79.67492191
4585,43.5706104,-79.6837354
4586,43.58673169,-79.68551816
4587,43.57962502,-79.69622975
4588,43.59675939,-79.69863792
4589,43.59338838,-79.67711996
4590,43.58920061,-79.70876794
4591,43.5754985,-79.6638739
4592,43.58198618,-79.67252646
4593,43.60177814,-79.6883314
4594,43.60769222,-79.6956963
4595,43.56129516,-79.64090608
4596,43.55227751,-79.65618542
4597,43.56795887,-79.63979372
4598,43.5627305,-79.64826357
4599,43.5440505,-79.65131608
4600,43.55563042,-79.62247125
4601,43.56497651,-79.62293452
4602,43.5792557,-79.61849952
4603,43.57078168,-79.60100646
4604,43.58385017,-79.63000311
4605,43.58919977,-79.63112669
4606,43.58518272,-79.62512282
4607,43.58317732,-79.61645056
4608,43.5769426,-79.62315684
4609,43.5780813,-79.61675883
4610,43.55020322,-79.64238136
4611,43.55351801,-79.64378502
4612,43.55730798,-79.63047215
4613,43.56015804,-79.63535921
4614,43.5645841,-79.61088836
4615,43.57324484,-79.60968077
4616,43.56743274,-79.62803089
4617,43.56941166,-79.61709662
4618,43.57182525,-79.62277392
4619,43.57187982,-79.62935446
4620,43.57307278,-79.63348496
4621,43.57853317,-79.6475043
4622,43.57728409,-79.63687494
4623,43.58105626,-79.64130073
4624,43.58237533,-79.64530954
4625,43.57434443,-79.61850804
4626,43.57504638,-79.61285413
4627,43.5731492,-79.60068754
4628,43.57541573,-79.6024361
4629,43.58065722,-79.59336262
4630,43.58638138,-79.63585679
4631,43.58790916,-79.61109328
4632,43.59118231,-79.63451757
4633,43.57745723,-79.60969991
4634,43.58340196,-79.60265665
4635,43.58603792,-79.60758109
4636,43.58891881,-79.59691992
4637,43.59166998,-79.60126711
4638,43.58786816,-79.62851452
4639,43.58570069,-79.61877187
4640,43.57887022,-79.62670306
4641,43.58622546,-79.64240551
4642,43.5811673,-79.61320636
4643,43.57916884,-79.60752666
4644,43.5717854,-79.60797486
4645,43.5697636,-79.60322834
4646,43.5810131,-79.62211826
4647,43.58931981,-79.63920318
4648,43.58909094,-79.63714605
4649,43.5858991,-79.64056101
4650,43.52656893,-79.69792701
4651,43.52841974,-79.67968108
4652,43.53687584,-79.6929557
4653,43.54075405,-79.66569768
4654,43.54288301,-79.700761
4655,43.54854206,-79.70959678
4656,43.55024837,-79.66342286
4657,43.55927095,-79.70332899
4658,43.55371124,-79.68500712
4659,43.5610389,-79.69529397
4660,43.55114362,-79.71412339
4661,43.54542851,-79.68723993
4662,43.54148905,-79.6852502
4663,43.52749,-79.64866311
4664,43.51612534,-79.69395275
4665,43.53304169,-79.70911264
4666,43.53421661,-79.72632651
4667,43.53266245,-79.73184684
4668,43.548753,-79.69402098
4669,43.54167572,-79.71871921
4670,43.53241443,-79.71556606
4671,43.55365061,-79.70351478
4672,43.52144744,-79.68644096
4673,43.51794227,-79.70458328
4674,43.55899539,-79.67823617
4675,43.56565531,-79.68902734
4676,43.53779573,-79.65943242
4677,43.54081228,-79.63362926
4678,43.54588019,-79.63582976
4679,43.53402369,-79.67336274
4680,43.53788442,-79.67076584
4681,43.53483795,-79.68252268
4682,43.54596717,-79.6728283
4683,43.53021739,-79.65355717
4684,43.55597708,-79.7086598
4685,43.5327955,-79.64897728
4686,43.55543504,-79.67199915
4687,43.55344411,-79.71749948
4688,43.56762306,-79.73618669
4689,43.57161594,-79.75368466
4690,43.57602058,-79.74787045
4691,43.58125892,-79.76723649
4692,43.58786126,-79.76484845
4693,43.595956,-79.77582649
4694,43.59586617,-79.7485589
4695,43.60660971,-79.75266012
4696,43.6041864,-79.77793185
4697,43.59851264,-79.78306736
4698,43.58326431,-79.75802358
4699,43.60190967,-79.74468602
4700,43.60551664,-79.74958408
4701,43.56128685,-79.71296911
4702,43.55942353,-79.72551794
4703,43.55807792,-79.71207588
4704,43.57199313,-79.73046917
4705,43.58795661,-79.77644482
4706,43.59012201,-79.75539463
4707,43.59392353,-79.76931967
4708,43.56405186,-79.71985008
4709,43.5906939,-79.79768025
4710,43.59194387,-79.78188665
4711,43.60007235,-79.76878696
4712,43.59661881,-79.78886323
4713,43.58087717,-79.74286391
4714,43.60837999,-79.76288703
4715,43.58458645,-79.8043735
4716,43.54139878,-79.73170763
4717,43.54890361,-79.73965849
4718,43.55627366,-79.75035313
4719,43.56731798,-79.76542885
4720,43.57711374,-79.77891392
4721,43.58499497,-79.78965805
4722,43.57685554,-79.79394546
4723,43.56315868,-79.77516592
4724,43.54814595,-79.72287164
4725,43.55491217,-79.73128122
4726,43.56319854,-79.74188005
4727,43.58099428,-79.7843778
4728,43.54379367,-79.74847829
4729,43.56837659,-79.7087602
4730,43.57824476,-79.70550294
4731,43.58827283,-79.73386325
4732,43.60865205,-79.71215219
4733,43.60086962,-79.72364565
4734,43.60333723,-79.73345717
4735,43.61442564,-79.75298573
4736,43.62353419,-79.70588294
4737,43.62146958,-79.73680294
4738,43.63171131,-79.71229818
4739,43.60786405,-79.74542948
4740,43.60325592,-79.74063368
4741,43.58129906,-79.715941
4742,43.56010346,-79.70709285
4743,43.6216725,-79.72233542
4744,43.57280929,-79.69754729
4745,43.57779291,-79.72157144
4746,43.58711591,-79.71652102
4747,43.58318103,-79.71495732
4748,43.61208846,-79.74128801
4749,43.61916075,-79.74820203
4750,43.62691853,-79.74351163
4751,43.64017532,-79.72148463
4752,43.62966518,-79.73058419
4753,43.6350732,-79.73250207
5001,43.3303628,-79.83433086
5002,43.32603014,-79.86169811
5003,43.33581302,-79.83809855
5004,43.32053455,-79.84727804
5005,43.3137715,-79.84835112
5006,43.30710793,-79.85989576
5007,43.30332117,-79.85585746
5008,43.31199251,-79.84511041
5009,43.32175456,-79.83605612
5010,43.29774062,-79.87306345
5011,43.29870295,-79.85682924
5012,43.31527441,-79.81495125
5013,43.32117483,-79.82415035
5014,43.31672363,-79.83491189
5015,43.31162371,-79.83068208
5016,43.29031694,-79.87529841
5017,43.30630026,-79.84424533
5018,43.40536457,-79.81675456
5019,43.39159886,-79.83047633
5020,43.39907606,-79.82657815
5021,43.39766587,-79.82111329
5022,43.40561016,-79.81139155
5023,43.38030007,-79.75724558
5024,43.38346865,-79.76506142
5025,43.37186735,-79.77778386
5026,43.36838725,-79.76936731
5027,43.38380864,-79.75863773
5028,43.36918884,-79.77410659
5029,43.34247629,-79.82812734
